reach,date_time,Qi,Q,Ci,PAR,Cs,Cobs,PAR_umol
1,07/08/2019 14:20,50.50434855,55.05834221,11.09,0.822593016,10.23091281,11.24,840
1,07/08/2019 14:25,51.39809134,54.81592101,11.1,0.931292807,10.23981011,11.28,951
1,07/08/2019 14:30,52.43037423,54.57214374,11.09,1.03215838,10.23747297,11.28,1054
1,07/08/2019 14:35,53.5487479,54.32737808,11.09,1.036075489,10.21575011,11.27,1058
1,07/08/2019 14:40,54.72037842,54.08186508,11.1,1.040971876,10.21700317,11.29,1063
1,07/08/2019 14:45,55.92473563,53.83576099,11.07,1.085039359,10.20538335,11.28,1108
1,07/08/2019 14:50,57.14902001,53.58918463,11.09,1.095811411,10.20948756,11.3,1119
1,07/08/2019 14:55,58.38528119,53.34220674,11.08,0.896038821,10.19102738,11.31,915
1,07/08/2019 15:00,59.62861565,53.09489285,11.03,0.519506661,10.20229841,11.32,530.5
1,07/08/2019 15:05,60.87600818,52.88460422,11.04,0.670511236,10.21570464,11.34,684.7
1,07/08/2019 15:10,62.12562224,52.73159147,11.03,1.018448496,10.20354863,11.34,1040
1,07/08/2019 15:15,62.84974459,52.64602875,11.14,0.991028729,10.19077545,11.35,1012
1,07/08/2019 15:20,63.26141512,52.63220269,11.14,0.898976653,10.21429556,11.4,918
1,07/08/2019 15:25,63.48890182,52.6909858,11.18,0.671098802,10.20331326,11.4,685.3
1,07/08/2019 15:30,63.60834707,52.82133957,11.19,0.624191415,10.19457107,11.38,637.4
1,07/08/2019 15:35,63.66459698,53.02120798,11.19,0.52949529,10.18992758,11.4,540.7
1,07/08/2019 15:40,63.68393618,53.28803994,11.18,0.388283489,10.20383491,11.43,396.5
1,07/08/2019 15:45,63.68174143,53.61909898,11.2,0.332660533,10.17772435,11.39,339.7
1,07/08/2019 15:50,63.6669867,54.01163032,11.21,0.343530512,10.18476349,11.41,350.8
1,07/08/2019 15:55,63.64490562,54.46295376,11.23,0.392004743,10.18739263,11.42,400.3
1,07/08/2019 16:00,63.61855804,54.97050924,11.22,0.530768351,10.19455129,11.43,542
1,07/08/2019 16:05,63.58971685,55.49654923,11.23,0.534979244,10.1757222,11.41,546.3
1,07/08/2019 16:10,63.55942542,56.0190827,11.25,0.551822815,10.17917471,11.42,563.5
1,07/08/2019 16:15,63.53953275,56.52565212,11.26,0.538015004,10.21055285,11.47,549.4
1,07/08/2019 16:20,63.52570707,57.00951923,11.28,0.520485938,10.2033739,11.46,531.5
1,07/08/2019 16:25,63.51541839,57.46862395,11.29,0.597359214,10.16602216,11.44,610
1,07/08/2019 16:30,63.50719294,57.89882999,11.29,0.538308787,10.18881233,11.47,549.7
1,07/08/2019 16:35,63.50017233,58.30063523,11.3,0.459672812,10.17746491,11.44,469.4
1,07/08/2019 16:40,63.49385524,58.67499315,11.31,0.378099004,10.17503345,11.48,386.1
1,07/08/2019 16:45,63.48794755,59.02307485,11.29,0.298875462,10.1735819,11.45,305.2
1,07/08/2019 16:50,63.48228066,59.34615067,11.31,0.226898574,10.18156653,11.49,231.7
1,07/08/2019 16:55,63.47675307,59.64554258,11.3,0.170492195,10.17872832,11.47,174.1
1,07/08/2019 17:00,63.47130465,59.9233704,11.29,0.142680717,10.16728538,11.47,145.7
1,07/08/2019 17:05,63.4659052,60.18135084,11.29,0.131321099,10.16288961,11.46,134.1
1,07/08/2019 17:10,63.46053231,60.42095068,11.28,0.12867705,10.2005295,11.49,131.4
1,07/08/2019 17:15,63.47758776,60.64345055,11.26,0.117611216,10.16395485,11.45,120.1
1,07/08/2019 17:20,63.50774125,60.85001821,11.24,0.109287358,10.18107609,11.45,111.6
1,07/08/2019 17:25,63.54554067,61.04171581,11.22,0.109776997,10.18328296,11.45,112.1
1,07/08/2019 17:30,63.5878037,61.21953282,11.2,0.120255265,10.19042997,11.48,122.8
1,07/08/2019 17:35,63.63267465,61.38439917,11.17,0.133083799,10.18392474,11.44,135.9
1,07/08/2019 17:40,63.67906926,61.53718189,11.18,0.15727195,10.17027631,11.43,160.6
1,07/08/2019 17:45,63.72634927,61.67869102,11.16,0.165595808,10.19561223,11.44,169.1
1,07/08/2019 17:50,63.77414935,61.80969428,11.13,0.163735181,10.17205999,11.41,167.2
1,07/08/2019 17:55,63.82225148,61.93091179,11.14,0.158936722,10.1716314,11.42,162.3
1,07/08/2019 18:00,63.8705307,62.04465871,11.12,0.153256913,10.16911553,11.41,156.5
1,07/08/2019 18:05,63.91891283,62.15241668,11.13,0.130537677,10.19066383,11.42,133.3
1,07/08/2019 18:10,63.96735317,62.25517036,11.1,0.110364563,10.17909382,11.42,112.7
1,07/08/2019 18:15,63.99798718,62.35359535,11.11,0.100865572,10.21386807,11.45,103
1,07/08/2019 18:20,64.01823575,62.44818554,11.09,0.107818442,10.19034953,11.41,110.1
1,07/08/2019 18:25,64.03243554,62.53932416,11.09,0.114281673,10.18309128,11.4,116.7
1,07/08/2019 18:30,64.04310717,62.62732015,11.09,0.10830808,10.18992634,11.41,110.6
1,07/08/2019 18:35,64.05172548,62.71243697,11.08,0.103509621,10.19014411,11.39,105.7
1,07/08/2019 18:40,64.05914459,62.79489661,11.09,0.09185622,10.18362791,11.38,93.8
1,07/08/2019 18:45,64.06586969,62.87490555,11.15,0.060519343,10.1864801,11.37,61.8
1,07/08/2019 18:50,64.07218605,62.95264345,11.15,0.051637297,10.20323503,11.38,52.73
1,07/08/2019 18:55,64.07826747,63.02827656,11.15,0.036458498,10.19924608,11.34,37.23
1,07/08/2019 19:00,64.08421046,63.10062785,11.17,0.02538287,10.21689507,11.35,25.92
1,07/08/2019 19:05,64.09007062,63.16915015,11.17,0.023923747,10.22441611,11.34,24.43
1,07/08/2019 19:10,64.09588511,63.23367367,11.17,0.025774581,10.19644684,11.27,26.32
1,07/08/2019 19:15,64.09944596,63.29422621,11.17,0.029858168,10.21269283,11.28,30.49
1,07/08/2019 19:20,64.10169265,63.35093746,11.17,0.032453253,10.21725287,11.25,33.14
1,07/08/2019 19:25,64.10316997,63.40399734,11.19,0.03028905,10.22899549,11.28,30.93
1,07/08/2019 19:30,64.10421293,63.45361874,11.19,0.023669135,10.20584912,11.23,24.17
1,07/08/2019 19:35,64.1049907,63.50001853,11.18,0.020163322,10.21060449,11.22,20.59
1,07/08/2019 19:40,64.10562094,63.54342361,11.18,0.019144873,10.22044458,11.22,19.55
1,07/08/2019 19:45,64.10616204,63.58403765,11.19,0.017715128,10.24186167,11.22,18.09
1,07/08/2019 19:50,64.10664596,63.62206139,11.16,0.015492168,10.22829443,11.2,15.82
1,07/08/2019 19:55,64.10710833,63.65768221,11.15,0.01447372,10.228725,11.19,14.78
1,07/08/2019 20:00,64.10754986,63.69090729,11.14,0.014816467,10.2334004,11.16,15.13
1,07/08/2019 20:05,64.10798107,63.72181647,11.12,0.014307243,10.23784663,11.18,14.61
1,07/08/2019 20:10,64.10840702,63.75052589,11.14,0.014111387,10.24708898,11.18,14.41
1,07/08/2019 20:15,64.11046331,63.77716155,11.11,0.013827397,10.25166782,11.16,14.12
1,07/08/2019 20:20,64.11347091,63.80185456,11.11,0.012681642,10.27031441,11.17,12.95
1,07/08/2019 20:25,64.11703276,63.82473453,11.1,0.010585989,10.25689498,11.14,10.81
1,07/08/2019 20:30,64.12091561,63.84594529,11.07,0.008255308,10.25296963,11.12,8.43
1,07/08/2019 20:35,64.12498809,63.86560017,11.08,0.006637542,10.25573801,11.12,6.778
1,07/08/2019 20:40,64.12916832,63.88381194,11.05,0.004951227,10.26735866,11.11,5.056
1,07/08/2019 20:45,64.13341383,63.90068995,11.05,0.003823099,10.26448877,11.08,3.904
1,07/08/2019 20:50,64.13769606,63.91633264,11.07,0.002682241,10.28797664,11.13,2.739
1,07/08/2019 20:55,64.1419996,63.93083079,11.05,0.001710798,10.27826221,11.07,1.747
1,07/08/2019 21:00,64.14631758,63.94438935,11.07,0.00101649,10.27848513,11.05,1.038
1,07/08/2019 21:05,64.15064027,63.95715167,11.08,0.000507266,10.2809373,11.07,0.518
1,07/08/2019 21:10,64.15496476,63.96922174,11.06,0.000187042,10.30763389,11.05,0.191
1,07/08/2019 21:15,64.14815616,63.98067655,11.06,1.96E-05,10.30065644,11.05,0.02
1,07/08/2019 21:20,64.13486447,63.99157537,11.06,0,10.30807124,11.03,0
1,07/08/2019 21:25,64.11780004,64.00196782,11.06,0,10.30323852,11.03,0
1,07/08/2019 21:30,64.09853408,64.01189691,11.04,0,10.33390677,11.05,0
1,07/08/2019 21:35,64.07798938,64.02140136,11.04,0,10.31302155,11.02,0
1,07/08/2019 21:40,64.05669945,64.03051305,11.02,0,10.32292358,11.01,0
1,07/08/2019 21:45,64.03497641,64.03926372,11.02,0,10.32357443,11,0
1,07/08/2019 21:50,64.01300178,64.04767869,11.02,0,10.34742355,11.01,0
1,07/08/2019 21:55,63.99087871,64.05578674,11.01,0,10.32185827,10.98,0
1,07/08/2019 22:00,63.96866626,64.06276856,11.01,0,10.34602521,10.99,0
1,07/08/2019 22:05,63.94640962,64.06821884,11.01,0,10.32940982,10.96,0
1,07/08/2019 22:10,63.92412316,64.0719672,11.02,0,10.33944322,10.96,0
1,07/08/2019 22:15,62.95366353,64.07397572,11.03,0,10.35123322,10.94,0
1,07/08/2019 22:20,61.43882753,64.0742789,11.02,0,10.36510093,10.95,0
1,07/08/2019 22:25,59.6140943,64.07295192,11.04,0,10.35026776,10.93,0
1,07/08/2019 22:30,57.61372937,64.07008136,11.03,0,10.36456408,10.94,0
1,07/08/2019 22:35,55.51424591,64.06576599,11.03,0,10.36294774,10.91,0
1,07/08/2019 22:40,53.35929173,64.06010545,11.04,0,10.34908784,10.89,0
1,07/08/2019 22:45,51.17388553,64.05319688,11.02,0,10.38978372,10.93,0
1,07/08/2019 22:50,48.97250857,64.04512529,11.02,0,10.36610123,10.88,0
1,07/08/2019 22:55,46.76366625,64.03598427,11.02,0,10.38804948,10.89,0
1,07/08/2019 23:00,44.55247052,63.95423953,11.01,0,10.38282933,10.89,0
1,07/08/2019 23:05,42.34211694,63.76459307,11,0,10.38034225,10.85,0
1,07/08/2019 23:10,40.13473016,63.45270059,10.99,0,10.39198922,10.86,0
1,07/08/2019 23:15,38.43973148,63.01609168,10.98,0,10.39210116,10.85,0
1,07/08/2019 23:20,37.05749265,62.45884094,10.98,0,10.40442775,10.85,0
1,07/08/2019 23:25,35.86906262,61.78845551,10.97,0,10.40977862,10.84,0
1,07/08/2019 23:30,34.8021155,61.0140831,10.94,0,10.41908628,10.82,0
1,07/08/2019 23:35,33.81203824,60.14546969,10.92,0,10.41208951,10.8,0
1,07/08/2019 23:40,32.87102288,59.19236624,10.91,0,10.43608113,10.82,0
1,07/08/2019 23:45,31.96159239,58.1642015,10.91,0,10.43378095,10.8,0
1,07/08/2019 23:50,31.07269905,57.06990366,10.9,0,10.42895876,10.79,0
1,07/08/2019 23:55,30.19732723,56.06686245,10.89,0,10.44146304,10.81,0
1,08/08/2019 00:00,29.33100504,54.99851789,10.86,0,10.44168791,10.79,0
1,08/08/2019 00:05,28.47087874,53.90633757,10.86,0,10.43707827,10.77,0
1,08/08/2019 00:10,27.61512573,52.81380307,10.84,0,10.46370335,10.79,0
1,08/08/2019 00:15,26.93904998,51.73389755,10.82,0,10.46591699,10.78,0
1,08/08/2019 00:20,26.3817626,50.67344276,10.81,0,10.48524759,10.81,0
1,08/08/2019 00:25,25.90364683,49.69608337,10.77,0,10.48450165,10.76,0
1,08/08/2019 00:30,25.47863122,48.73389067,10.75,0,10.49391165,10.79,0
1,08/08/2019 00:35,25.08940045,47.78870888,10.72,0,10.5157938,10.79,0
1,08/08/2019 00:40,24.72438485,46.8611179,10.69,0,10.50302771,10.77,0
1,08/08/2019 00:45,24.37581449,45.95098219,10.67,0,10.48563389,10.74,0
1,08/08/2019 00:50,24.03845111,45.05777221,10.65,0,10.50972064,10.72,0
1,08/08/2019 00:55,23.70874979,44.22869168,10.61,0,10.51738326,10.74,0
1,08/08/2019 01:00,23.38430805,43.41051547,10.59,0,10.52017018,10.72,0
1,08/08/2019 01:05,23.06349097,42.60292614,10.57,0,10.55198421,10.75,0
1,08/08/2019 01:10,22.74518776,41.80554328,10.54,0,10.5275392,10.68,0
1,08/08/2019 01:15,22.52895089,41.02713013,10.52,0,10.54739731,10.73,0
1,08/08/2019 01:20,22.38325597,40.30083398,10.5,0,10.53533248,10.71,0
1,08/08/2019 01:25,22.28655274,39.59398019,10.49,0,10.54292762,10.7,0
1,08/08/2019 01:30,22.22398866,38.90901803,10.47,0,10.53812712,10.69,0
1,08/08/2019 01:35,22.18527032,38.24685192,10.44,0,10.56465689,10.71,0
1,08/08/2019 01:40,22.1632365,37.60743362,10.42,0,10.55480324,10.68,0
1,08/08/2019 01:45,22.15288806,37.00753078,10.4,0,10.5612103,10.68,0
1,08/08/2019 01:50,22.15073184,36.42680045,10.39,0,10.55349125,10.66,0
1,08/08/2019 01:55,22.15431991,35.86458293,10.38,0,10.57592322,10.67,0
1,08/08/2019 02:00,22.16193864,35.32003957,10.36,0,10.56155151,10.65,0
1,08/08/2019 02:05,22.17238412,34.79223694,10.34,0,10.5738954,10.66,0
1,08/08/2019 02:10,22.18481476,34.28022142,10.33,0,10.58627174,10.65,0
1,08/08/2019 02:15,22.19933533,33.79718072,10.3,0,10.57434722,10.63,0
1,08/08/2019 02:20,22.21532334,33.32700364,10.3,0,10.59447941,10.66,0
1,08/08/2019 02:25,22.23233962,32.86893709,10.29,0,10.54307837,10.59,0
1,08/08/2019 02:30,22.25007756,32.42652582,10.26,0,10.57814784,10.62,0
1,08/08/2019 02:35,22.2683225,32.00167101,10.24,0,10.58018544,10.61,0
1,08/08/2019 02:40,22.28692282,31.59521471,10.22,0,10.59268265,10.6,0
1,08/08/2019 02:45,22.30577198,31.2098948,10.21,0,10.56750422,10.59,0
1,08/08/2019 02:50,22.32479723,30.84173852,10.19,0,10.60757382,10.61,0
1,08/08/2019 02:55,22.34394434,30.49058439,10.17,0,10.58289294,10.58,0
1,08/08/2019 03:00,22.36317779,30.1560032,10.14,0,10.56515402,10.56,0
1,08/08/2019 03:05,22.3824716,29.83740195,10.12,0,10.6246685,10.6,0
1,08/08/2019 03:10,22.40180773,29.53410622,10.1,0,10.61460314,10.58,0
1,08/08/2019 03:15,22.3902532,29.24530004,10.06,0,10.62706042,10.58,0
1,08/08/2019 03:20,22.35707565,28.97015582,10.05,0,10.63182661,10.58,0
1,08/08/2019 03:25,22.30877752,28.70806215,10.02,0,10.62446028,10.57,0
1,08/08/2019 03:30,22.2499123,28.4583679,10,0,10.63737644,10.57,0
1,08/08/2019 03:35,22.18366439,28.22043173,9.97,0,10.65488132,10.59,0
1,08/08/2019 03:40,22.11225936,27.99366968,9.95,0,10.68555935,10.61,0
1,08/08/2019 03:45,22.03725099,27.77751485,9.92,0,10.64520324,10.58,0
1,08/08/2019 03:50,21.95972432,27.57142296,9.9,0,10.62718326,10.55,0
1,08/08/2019 03:55,21.88043736,27.37487733,9.88,0,10.56529168,10.49,0
1,08/08/2019 04:00,21.7999199,27.18672327,9.87,0,10.61959771,10.54,0
1,08/08/2019 04:05,21.71854179,27.00718646,9.86,5.29E-05,10.58022744,10.5,0.054
1,08/08/2019 04:10,21.63656212,26.8358348,9.83,0.0002174,10.58765746,10.49,0.222
1,08/08/2019 04:15,22.05410514,26.6722615,9.82,0.000585608,10.50104028,10.43,0.598
1,08/08/2019 04:20,22.82989195,26.51608319,9.8,0.001068392,10.5546648,10.47,1.091
1,08/08/2019 04:25,23.86619042,26.36693752,9.79,0.001505149,10.53800429,10.43,1.537
1,08/08/2019 04:30,25.09254914,26.22448553,9.79,0.002126991,10.5752879,10.48,2.172
1,08/08/2019 04:35,26.45687715,26.08840628,9.77,0.002889848,10.55856591,10.45,2.951
1,08/08/2019 04:40,27.92021765,25.95840026,9.77,0.003720275,10.59069204,10.48,3.799
1,08/08/2019 04:45,29.45342599,25.83309975,9.77,0.005042299,10.60503236,10.47,5.149
1,08/08/2019 04:50,31.03486272,25.71153195,9.77,0.007396482,10.60007143,10.45,7.553
1,08/08/2019 04:55,32.64865884,25.59467822,9.78,0.010350962,10.62721214,10.47,10.57
1,08/08/2019 05:00,34.28336509,25.48065254,9.8,0.014610819,10.60211236,10.45,14.92
1,08/08/2019 05:05,35.93087631,25.36896376,9.8,0.019340729,10.65152383,10.49,19.75
1,08/08/2019 05:10,37.58557463,25.25925693,9.82,0.022278561,10.60212074,10.43,22.75
1,08/08/2019 05:15,38.82408632,25.15126734,9.86,0.023796441,10.59715245,10.44,24.3
1,08/08/2019 05:20,39.78301523,25.0447983,9.88,0.030504491,10.63414914,10.45,31.15
1,08/08/2019 05:25,40.55708161,24.93969918,9.9,0.034548907,10.639255,10.45,35.28
1,08/08/2019 05:30,41.21021358,24.83585197,9.92,0.033481494,10.64458813,10.45,34.19
1,08/08/2019 05:35,41.78481869,24.73316224,9.96,0.036252849,10.67137213,10.47,37.02
1,08/08/2019 05:40,42.30870312,24.63155287,9.99,0.048914906,10.64337374,10.43,49.95
1,08/08/2019 05:45,42.79996009,24.53095925,10.01,0.067384078,10.68874634,10.49,68.81
1,08/08/2019 05:50,43.27029154,24.44803415,10.06,0.066492935,10.68690009,10.48,67.9
1,08/08/2019 05:55,43.72723373,24.39398871,10.1,0.05305725,10.67683784,10.48,54.18
1,08/08/2019 06:00,44.17562407,24.37638222,10.14,0.050364237,10.69512485,10.49,51.43
1,08/08/2019 06:05,44.61855665,24.40027454,10.18,0.049003041,10.70039102,10.49,50.04
1,08/08/2019 06:10,45.05800924,24.46899874,10.23,0.056083217,10.70324581,10.5,57.27
1,08/08/2019 06:15,45.43010421,24.58469921,10.3,0.074141092,10.69809008,10.5,75.71
1,08/08/2019 06:20,45.75970185,24.74871658,10.36,0.073112851,10.69808767,10.5,74.66
1,08/08/2019 06:25,46.06255311,24.96186825,10.43,0.07844012,10.70907417,10.51,80.1
1,08/08/2019 06:30,46.34861005,25.22464573,10.49,0.083238579,10.7095194,10.52,85
1,08/08/2019 06:35,46.62413688,25.53735735,10.54,0.09704639,10.71007382,10.53,99.1
1,08/08/2019 06:40,46.8930689,25.93198119,10.6,0.12564129,10.70194034,10.53,128.3
1,08/08/2019 06:45,47.1578777,26.3886756,10.64,0.169317062,10.69919182,10.53,172.9
1,08/08/2019 06:50,47.42010601,26.87042111,10.71,0.17852227,10.7166428,10.55,182.3
1,08/08/2019 06:55,47.68072636,27.37041929,10.69,0.174115522,10.7118076,10.56,177.8
1,08/08/2019 07:00,47.94033782,27.90230599,10.74,0.144345489,10.71883053,10.57,147.4
1,08/08/2019 07:05,48.19932073,28.44600341,10.78,0.146499899,10.7184893,10.59,149.6
1,08/08/2019 07:10,48.45790741,28.99668576,10.82,0.16422482,10.71826099,10.6,167.7
1,08/08/2019 07:15,48.72133951,29.55729783,10.88,0.165889592,10.71583908,10.61,169.4
1,08/08/2019 07:20,48.98777128,30.13681502,10.9,0.167652291,10.70573307,10.6,171.2
1,08/08/2019 07:25,49.25605958,30.7204378,10.98,0.182047669,10.71352982,10.62,185.9
1,08/08/2019 07:30,49.52549137,31.30770961,11,0.227779923,10.71385632,10.64,232.6
1,08/08/2019 07:35,49.79562773,31.9002345,11.02,0.275862444,10.71441225,10.65,281.7
1,08/08/2019 07:40,50.06619297,32.49916005,11.03,0.463785777,10.72486818,10.66,473.6
1,08/08/2019 07:45,50.33702219,33.09408233,11.05,0.377609365,10.70166275,10.67,385.6
1,08/08/2019 07:50,50.60800779,33.68420724,11.06,0.474166117,10.6989179,10.67,484.2
1,08/08/2019 07:55,50.87908918,34.2689319,11.07,0.612048375,10.71681028,10.7,625
1,08/08/2019 08:00,51.15022595,34.85874911,11.07,0.443220951,10.70153173,10.72,452.6
1,08/08/2019 08:05,51.42139284,35.44298019,11.09,0.308570309,10.71635125,10.73,315.1
1,08/08/2019 08:10,51.69257506,36.02040888,11.08,0.564455493,10.70349177,10.74,576.4
1,08/08/2019 08:15,51.77326418,36.59078974,11.11,0.628794019,10.70853529,10.76,642.1
1,08/08/2019 08:20,51.7377384,37.15392474,11.12,0.457028763,10.67622317,10.76,466.7
1,08/08/2019 08:25,51.63152402,37.71799678,11.15,0.528026374,10.69087647,10.75,539.2
1,08/08/2019 08:30,51.48237282,38.2796823,11.16,0.681283287,10.69578967,10.79,695.7
1,08/08/2019 08:35,51.30716188,38.83395047,11.18,0.73230364,10.66823222,10.78,747.8
1,08/08/2019 08:40,51.11613247,39.38074819,11.2,0.728092747,10.67609236,10.81,743.5
1,08/08/2019 08:45,50.91550058,39.92003514,11.21,0.690488495,10.67094819,10.83,705.1
1,08/08/2019 08:50,50.70903474,40.45178528,11.22,0.543988596,10.6761951,10.83,555.5
1,08/08/2019 08:55,50.49902927,40.97622569,11.22,0.560636312,10.66875165,10.88,572.5
1,08/08/2019 09:00,50.28686911,41.50710612,11.23,0.343432584,10.64621342,10.85,350.7
1,08/08/2019 09:05,50.07339782,42.03002185,11.13,0.639663998,10.65609745,10.89,653.2
1,08/08/2019 09:10,49.85912837,42.54501701,11.11,0.762367456,10.64814523,10.89,778.5
1,08/08/2019 09:15,49.62354872,43.04183757,11.12,0.691663628,10.68600031,10.92,706.3
1,08/08/2019 09:20,49.37496912,43.51448329,11.15,0.886246047,10.67309047,10.92,905
1,08/08/2019 09:25,49.11846122,43.95961715,11.14,0.874494718,10.64529984,10.91,893
1,08/08/2019 09:30,48.85711417,44.37559123,11.14,0.785380475,10.63801403,10.94,802
1,08/08/2019 09:35,48.59281049,44.76181366,11.14,0.370166857,10.65061576,10.97,378
1,08/08/2019 09:40,48.32670291,45.1183638,11.15,0.35185437,10.65300811,10.97,359.3
1,08/08/2019 09:45,48.05949403,45.43956052,11.17,0.290649532,10.65082679,11,296.8
1,08/08/2019 09:50,47.79161361,45.72688228,11.15,0.270672273,10.6787539,11,276.4
1,08/08/2019 09:55,47.52332324,45.98715335,11.16,0.298385824,10.66346308,11,304.7
